                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.12222,                0.25525,                0.88545,                 0.8449,                 0.7176,                0.69868,                0.69756,                0.20569,                 1.5549,                0.29862,             0.00085051,             0.00085051,             0.00085051
                    154,                0.13041,                0.30559,                0.89858,                0.56061,                0.65918,                0.65772,                0.65762,                0.19482,                  2.534,                 0.2732,             0.00084952,             0.00084952,             0.00084952
                    155,                0.13243,                0.30987,                0.89348,                0.66652,                 0.7272,                0.75899,                0.73893,                0.20286,                 1.5385,                0.28687,             0.00084853,             0.00084853,             0.00084853
                    156,                0.13847,                0.32024,                0.88575,                0.71008,                0.77424,                0.76262,                0.76262,                0.18995,                0.92185,                0.27162,             0.00084754,             0.00084754,             0.00084754
                    157,                0.11913,                0.28345,                 0.8869,                0.83585,                0.68462,                 0.7834,                 0.7834,                0.19642,                 1.0194,                0.26026,             0.00084655,             0.00084655,             0.00084655
                    158,                0.13171,                 0.2823,                0.88262,                0.76595,                0.66103,                 0.7168,                0.71502,                0.18269,                0.93421,                0.26578,             0.00084556,             0.00084556,             0.00084556
                    159,                0.12277,                0.28523,                0.88982,                 0.7268,                0.69544,                0.71627,                0.71627,                0.22355,                 1.0217,                 0.2932,             0.00084457,             0.00084457,             0.00084457
                    160,                0.12108,                0.25439,                 0.8837,                0.60612,                0.76427,                0.81685,                0.81685,                0.20691,                0.82222,                0.29692,             0.00084358,             0.00084358,             0.00084358
                    161,                0.12723,                0.26623,                0.88719,                0.62809,                0.77742,                0.75169,                0.75169,                0.12375,                0.81206,                0.20177,             0.00084259,             0.00084259,             0.00084259
                    162,                0.12498,                0.30244,                 0.8922,                0.84312,                0.68643,                0.76562,                0.76562,                0.12258,                0.86587,                0.19461,              0.0008416,              0.0008416,              0.0008416
                    163,                0.12664,                0.26843,                0.88377,                 0.6822,                0.80606,                 0.7845,                 0.7845,                0.11109,                 1.0727,                0.17612,             0.00084061,             0.00084061,             0.00084061
                    164,                0.13385,                0.29168,                 0.8946,                0.59544,                0.68788,                0.74293,                0.74293,                0.18317,                0.97512,                0.26574,             0.00083962,             0.00083962,             0.00083962
                    165,                0.12614,                0.26765,                0.89103,                0.79802,                0.68788,                 0.6833,                 0.6833,                0.20554,                0.93304,                0.27464,             0.00083863,             0.00083863,             0.00083863
                    166,                0.12843,                0.27543,                0.88529,                0.87613,                0.63072,                0.69679,                0.69679,                0.19556,                 1.1741,                0.26481,             0.00083764,             0.00083764,             0.00083764
                    167,                0.12523,                0.28691,                0.88239,                 0.4955,                0.78333,                0.66301,                0.66301,                0.12955,                 1.0948,                0.20128,             0.00083665,             0.00083665,             0.00083665
                    168,                 0.1299,                0.27869,                0.89757,                0.58791,                    0.8,                0.79747,                0.78429,                0.22944,                 1.1406,                0.28201,             0.00083566,             0.00083566,             0.00083566
                    169,                 0.1239,                0.27236,                0.89186,                0.67647,                0.82981,                 0.7971,                 0.7971,                0.13781,                 1.0448,                0.20961,             0.00083467,             0.00083467,             0.00083467
                    170,                0.12675,                0.29961,                0.89783,                0.72217,                0.63839,                0.71517,                0.71511,                0.12657,                  1.315,                0.18604,             0.00083368,             0.00083368,             0.00083368
                    171,                0.12922,                0.26171,                0.87654,                 0.6556,                0.70607,                0.70506,                0.70506,                0.13764,                 1.6296,                0.19741,             0.00083269,             0.00083269,             0.00083269
                    172,                0.13158,                0.30088,                0.88412,                0.87008,                0.73629,                0.80195,                0.80195,                0.23826,                 1.4272,                0.31955,              0.0008317,              0.0008317,              0.0008317
                    173,                 0.1347,                 0.2987,                0.88626,                0.64299,                0.84469,                0.80763,                0.79767,                0.22693,                 0.9328,                0.30492,             0.00083071,             0.00083071,             0.00083071
                    174,                0.12381,                0.28669,                0.89511,                0.65595,                0.78333,                0.76722,                0.74414,                0.24356,                0.85076,                0.36489,             0.00082972,             0.00082972,             0.00082972
